Mine,10,68,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,4,5,6,7,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take,10,69,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,4,5,6,7,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Lineage,10,4,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,215,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,66,1,2,3,4,5,6,7,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monarch March,10,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,4,5,6,7,8,9,10,282,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Veil,10,3,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,253,100,100,100,100,100,100,100,100,100,100,134,0,0,0,0,0,0,0,0,0,0,66,4,7,10,14,18,22,28,34,40,46,282,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triumphant Cry,10,3,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,256,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,66,10,14,18,22,26,32,38,44,50,60,282,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reinforce,10,3,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,216,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,66,6,10,14,18,22,26,30,34,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobility Proof,10,4,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,281,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,66,3,4,5,6,7,8,9,10,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack Order,10,16,1,0,0,0,16,1,4,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,8,8,9,10,11,12,13,14,15,16,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,177,120,122,124,127,130,133,136,139,142,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guard Order,10,16,1,0,0,0,16,1,4,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,1,8,8,9,10,11,12,13,14,15,16,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,178,80,78,76,73,70,67,64,61,58,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rally Order,10,16,1,0,0,0,16,1,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7,7,8,8,9,9,10,10,134,0,0,0,0,0,0,0,0,0,0,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,170,4,4,4,4,4,4,4,4,4,4,186,30,33,36,39,43,47,51,55,60,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Negotiation,10,6,1,0,16,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,6,6,7,7,8,8,134,0,0,0,0,0,0,0,0,0,0,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,66,180,190,210,230,250,270,290,310,330,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inspire,10,7,1,0,16,0,16,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,9,9,10,10,11,11,12,12,134,0,0,0,0,0,0,0,0,0,0,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,66,3,4,5,6,7,8,9,10,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ad Nihilo,10,1,1,0,16,0,1,2,4,3,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,12,12,13,13,14,14,15,15,16,16,134,0,0,0,0,0,0,0,0,0,0,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,64,130,140,150,160,170,180,195,210,225,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Arms,5,19,2,0,0,0,1,1,4,1,7,0,8,0,8,0,0,0,0,0,0,0,0,0,1,6,7,8,9,10,10,10,10,10,10,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,174,10,20,30,40,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freeze Arms,5,19,2,0,0,0,1,1,4,1,7,0,16,0,16,0,0,0,0,0,0,0,0,0,1,6,7,8,9,10,10,10,10,10,10,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,174,10,20,30,40,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shock Arms,5,19,2,0,0,0,1,1,4,1,7,0,32,0,32,0,0,0,0,0,0,0,0,0,1,6,7,8,9,10,10,10,10,10,10,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,174,10,20,30,40,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regal Radiance,10,36,2,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,13,14,15,16,17,18,19,20,134,0,0,0,0,0,0,0,0,0,0,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,77,367,367,367,367,367,367,367,367,367,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevent Order,5,16,1,0,0,0,16,1,4,1,2,0,0,0,0,0,0,0,254,1,0,0,0,0,1,12,10,8,6,4,4,4,4,4,4,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protect Order,10,16,1,0,0,0,16,1,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7,8,9,10,11,12,13,14,134,0,0,0,0,0,0,0,0,0,0,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,170,4,4,4,4,4,4,4,4,4,4,172,368,368,368,368,368,368,368,368,368,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knighthood,5,18,1,0,0,0,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,8,6,4,4,4,4,4,4,134,0,0,0,0,0,0,0,0,0,0,3,100,100,100,100,100,100,100,100,100,100,73,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endless Battle,10,2,0,0,0,0,10,1,4,0,0,0,0,0,7,0,0,0,0,0,0,36,0,0,220,103,105,107,109,111,113,116,119,122,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sword Mastery,10,34,32,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,324,102,103,104,105,106,107,108,109,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Club Mastery,10,34,64,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,325,102,103,104,105,106,107,108,109,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenger,10,3,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,64,32,0,0,244,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,66,50,60,70,80,90,100,120,140,160,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stun Attack,10,2,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,222,20,23,27,31,35,39,43,47,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Swings,10,2,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,219,30,32,34,36,38,42,46,50,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charge,5,21,2,0,0,0,10,1,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,6,6,6,6,6,134,0,0,0,0,0,0,0,0,0,0,3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,82,210,220,230,240,260,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berserker Vow,10,16,1,0,0,0,10,1,4,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,177,130,136,142,148,154,160,167,174,182,190,69,30,35,45,50,55,60,65,70,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolf Howl,10,16,1,0,0,0,2,2,4,2,5,0,0,0,0,0,0,0,254,1,0,0,0,0,1,7,7,7,8,8,8,8,9,9,10,134,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,170,5,5,5,5,5,5,5,5,5,5,178,110,111,111,112,112,113,113,114,114,115,175,115,117,119,121,123,125,127,129,132,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Flame,5,16,1,0,0,0,10,1,4,1,2,0,0,0,0,0,0,0,254,1,0,0,0,0,1,12,10,8,6,3,3,3,3,3,3,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Break,10,0,34,0,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,5,5,6,6,7,7,8,8,5,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,64,130,132,134,136,138,143,148,153,158,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush,10,0,34,0,0,0,4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,7,8,8,9,9,10,10,11,12,5,-5,-5,-4,-4,-3,-3,-2,-2,-1,-1,3,0,0,0,0,0,0,0,0,0,0,64,105,108,111,114,117,120,123,127,131,135,75,2,2,2,2,2,2,2,2,2,3,76,3,3,4,4,4,5,5,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bind Cut,10,0,34,0,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,1,8,8,9,9,10,10,11,11,12,12,5,-5,-5,-4,-4,-3,-3,-2,-2,-1,-1,3,0,0,0,0,0,0,0,0,0,0,64,140,143,146,149,152,155,160,165,170,175,8,200,204,208,212,216,220,225,230,235,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rampage,10,0,34,0,0,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,12,13,13,14,14,15,16,17,18,5,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,3,3,3,3,3,3,3,3,3,3,3,64,110,113,116,119,122,125,128,131,135,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade Rave,10,0,34,0,0,0,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,14,15,17,18,19,22,23,24,27,5,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,3,9,9,9,9,9,9,9,9,9,9,64,80,82,84,84,86,88,88,90,92,95,75,3,3,3,3,3,3,3,3,3,4,76,3,3,3,4,4,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crushing Blow,10,0,66,0,0,0,1,2,4,0,0,0,0,0,2,0,1,0,8,0,0,0,0,0,1,4,4,5,5,6,6,7,7,8,8,5,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,64,135,137,139,141,143,145,147,149,152,155,56,25,27,29,31,34,37,40,43,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arm Breaker,10,0,66,0,0,0,1,2,4,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,1,6,6,7,7,8,8,9,9,10,10,5,-5,-5,-4,-4,-3,-3,-2,-2,-1,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,64,150,152,154,156,158,160,166,172,178,185,56,40,42,44,46,48,50,52,54,56,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freezing Blow,10,0,66,0,0,0,1,2,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,8,8,9,9,10,10,11,11,12,12,5,-5,-5,-4,-4,-3,-3,-2,-2,-1,-1,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,64,150,155,160,165,170,175,180,185,190,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine Smashes,10,0,66,0,0,0,17,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,10,11,12,14,15,17,18,20,22,25,5,-30,-30,-30,-40,-40,-40,-40,-55,-55,-55,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,64,80,82,84,84,86,86,88,88,90,90,75,2,2,2,2,2,2,2,2,2,2,76,5,5,5,6,6,7,7,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardian,10,2,0,0,0,0,10,1,4,0,0,0,0,0,7,0,0,0,0,0,0,36,0,0,223,90,87,84,81,78,75,72,68,64,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spear Mastery,10,34,0,1,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,326,102,103,104,105,106,107,108,109,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shield Mastery,10,34,128,0,0,0,10,1,4,0,0,0,0,0,7,0,0,0,0,0,0,32,0,0,327,99,98,97,96,95,94,93,92,91,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parry,5,2,0,0,0,0,10,1,4,0,0,0,0,0,7,0,0,0,0,0,0,32,0,0,221,4,7,10,14,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Parry,5,2,0,0,0,0,10,1,4,0,0,0,0,0,56,0,0,0,0,0,0,32,0,0,221,4,7,10,14,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recuperate,10,3,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,274,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,66,10,15,20,25,30,35,40,45,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selflessness,10,16,1,0,0,0,10,1,4,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,1,5,5,6,6,7,7,8,8,9,10,134,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,170,4,4,4,4,4,4,4,4,4,4,178,60,57,54,51,48,45,42,38,34,30,69,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
